# timestamp tx ty tz qx qy qz qw
0.000000000 -7.5715026469e-05 1.72299451151e-06 -8.73355456861e-05 1.3027713976e-05 0.000135709546157 3.15493562084e-05 1
0.099947214 -3.73745751858e-05 -9.85885344562e-06 -8.80895240698e-05 -4.30105956184e-07 0.000117742696602 1.98857687792e-05 1
0.199863195 -5.53601385036e-05 -4.10873544752e-05 -7.4920746556e-05 1.00281567939e-05 8.60073923832e-05 5.95059209445e-05 1
0.299806595 2.96564830933e-05 -9.61172700045e-05 -0.000160862415214 -3.40872138622e-05 5.87936483498e-05 8.09952543932e-05 1
0.399750233 -2.88680839731e-05 -7.83998184488e-05 -0.000162707059644 2.93988364319e-06 9.83817808446e-05 4.38957649749e-05 1
0.499739647 4.23270421379e-06 -0.000125977487187 -0.000395231094444 1.43649858728e-05 9.09260634216e-05 5.48286589037e-05 1
0.599800110 -6.23712694505e-05 -0.000150615436723 -0.000383072852856 3.54325788976e-06 7.71797713242e-05 5.60854423384e-05 1
0.699900389 2.32861384575e-05 -0.000271953147603 -0.000495804823004 -3.65633900401e-06 3.32791569235e-05 0.000124253725517 1
0.800017357 -9.40825339057e-05 -0.000343074789271 -0.000778290035669 6.84798123984e-06 9.70984638116e-06 0.000109556065581 1
0.900069475 9.29632224143e-05 -0.000320820981869 -0.000676381983794 -1.0657515304e-05 -9.91647248156e-05 7.31071850169e-05 1
1.000029087 0.000335648423061 -0.000300792860799 -0.000611054128967 -6.02765430813e-05 -0.000176107758307 0.00015710273874 1
1.099929333 -3.43065403285e-05 -0.000448974693427 -0.000898884783965 -4.72222418466e-05 1.11562019356e-06 8.02055728855e-05 1
1.199796200 -0.000292279437417 -0.000362124264939 -0.000828206015285 1.821056685e-05 7.82515853643e-05 0.000135580005008 1
1.299668550 -0.000211637408938 -0.000471692648716 -0.000852085417137 -4.09997774113e-05 2.67572104349e-05 0.000102094665635 1
1.399528503 -0.000130443950184 -0.000305007415591 -0.000615723722149 3.01420527649e-06 -5.44500071555e-05 0.000103009166196 1
1.499457359 8.05161016615e-06 -0.000208764526178 -0.000315580342431 5.18318756804e-06 -0.000108511027065 0.000106821047666 1
1.599478006 -6.93801630405e-05 -0.000208396173548 -0.000294524128549 1.19719979921e-05 -8.65096226335e-05 0.000128071667859 1
1.699546337 -1.62172909768e-05 -0.000188150894246 -0.000222118382226 -1.11054432637e-05 -0.000101765690488 0.00014258788724 1
1.799600840 3.00750962197e-05 -0.00018908403581 -0.000240163441049 -1.56237529154e-05 -0.000119012525829 0.000166244179127 1
1.899645329 -1.20601453091e-05 -0.000244085415034 -0.000396989402361 -2.33226619457e-05 -9.43337799981e-05 0.000144046702189 1
1.999653578 7.77268651291e-05 -9.89299660432e-05 -0.000118460367958 1.61355947057e-05 -8.4768384113e-05 0.000159355608048 1
2.099616051 0.000108120933874 -0.000108307416667 -0.000173054722836 2.10833477468e-05 -0.000112569447083 0.000147903134348 1
2.199589968 0.00013310353097 -8.77282436704e-05 -0.000132448796649 1.11391182145e-05 -0.00011268020171 0.000148464692757 1
2.299556732 3.85279454349e-05 -9.02409447008e-05 -0.00021599837055 2.64271402557e-05 -0.000115304530482 0.000130605520098 1
2.399517059 0.000138537070598 -0.000115235743579 -0.0001402257476 -3.18596394209e-05 -0.000128839688841 0.000113567672088 1
2.499534369 8.54398531374e-05 -8.85828849277e-05 -0.000106938852696 3.93604068449e-06 -0.000102232253994 6.25061729806e-05 1
2.599593878 3.91303838114e-05 -0.00010811064567 -7.18381852494e-05 9.00365648704e-06 -5.1174138207e-05 0.000110358014354 1
2.699668646 -1.07807709355e-05 -0.000129802065203 -0.000206378899748 9.94295896817e-06 -3.02467906295e-05 9.28172448766e-05 1
